profile,buurt_code,buren,value,n_sample
4,BU03400101,BU03400101,28.71,2309
5,BU03400101,BU03400101,8.53,2309
1,BU03400102,BU03400102,28.08,2490
2,BU03400102,BU03400102,11.98,2490
3,BU03400102,BU03400102,22.95,2490
4,BU03400102,BU03400102,28.79,2490
5,BU03400102,BU03400102,8.2,2490
1,BU03400103,BU03400103,28.7,987
2,BU03400103,BU03400103,11.46,987
3,BU03400103,BU03400103,22.87,987
4,BU03400103,BU03400103,28.79,987
5,BU03400103,BU03400103,8.18,987
1,BU03400104,BU03400104,28.69,250
2,BU03400104,BU03400104,12.57,250
3,BU03400104,BU03400104,23.03,250
4,BU03400104,BU03400104,28.12,250
5,BU03400104,BU03400104,7.59,250
1,BU03400105,BU03400105,27.92,1528
2,BU03400105,BU03400105,11.92,1528
3,BU03400105,BU03400105,23.33,1528
4,BU03400105,BU03400105,28.48,1528
5,BU03400105,BU03400105,8.35,1528
1,BU03400201,BU03400201,27.32,1025
2,BU03400201,BU03400201,11.6,1025
3,BU03400201,BU03400201,23.85,1025
4,BU03400201,BU03400201,28.65,1025
5,BU03400201,BU03400201,8.58,1025
1,BU03400202,BU03400202,28.11,2252
2,BU03400202,BU03400202,12.49,2252
3,BU03400202,BU03400202,23.17,2252
4,BU03400202,BU03400202,28.21,2252
5,BU03400202,BU03400202,8.02,2252
1,BU03400203,BU03400203,27.82,2147
2,BU03400203,BU03400203,12.37,2147
3,BU03400203,BU03400203,23.02,2147
4,BU03400203,BU03400203,28.54,2147
5,BU03400203,BU03400203,8.25,2147
1,BU03400301,BU03400301,27.28,2182
2,BU03400301,BU03400301,11.71,2182
3,BU03400301,BU03400301,23.67,2182
4,BU03400301,BU03400301,29.14,2182
5,BU03400301,BU03400301,8.2,2182
1,BU03400302,BU03400302,28.85,1559
2,BU03400302,BU03400302,12.02,1559
3,BU03400302,BU03400302,22.31,1559
4,BU03400302,BU03400302,29.08,1559
5,BU03400302,BU03400302,7.74,1559
1,BU03400303,BU03400303,29.35,723
2,BU03400303,BU03400303,11.95,723
3,BU03400303,BU03400303,22.67,723
4,BU03400303,BU03400303,28.46,723
5,BU03400303,BU03400303,7.57,723
1,BU03400401,BU03400401,28.04,2373
2,BU03400401,BU03400401,12.33,2373
3,BU03400401,BU03400401,23.15,2373
4,BU03400401,BU03400401,28.5,2373
5,BU03400401,BU03400401,7.98,2373
1,BU03400501,BU03400501,29.02,2087
2,BU03400501,BU03400501,11.05,2087
3,BU03400501,BU03400501,22.12,2087
4,BU03400501,BU03400501,29.32,2087
5,BU03400501,BU03400501,8.49,2087
1,BU03400502,BU03400502,28.75,1377
2,BU03400502,BU03400502,11.39,1377
3,BU03400502,BU03400502,23.75,1377
4,BU03400502,BU03400502,27.63,1377
5,BU03400502,BU03400502,8.48,1377
1,BU03400504,BU03400504,27.27,1120
2,BU03400504,BU03400504,12.86,1120
3,BU03400504,BU03400504,23.31,1120
4,BU03400504,BU03400504,29.09,1120
5,BU03400504,BU03400504,7.47,1120
1,BU03400601,BU03400601,27.69,1082
2,BU03400601,BU03400601,11.39,1082
3,BU03400601,BU03400601,23.61,1082
4,BU03400601,BU03400601,28.92,1082
5,BU03400601,BU03400601,8.39,1082
1,BU03400701,BU03400701,27.94,985
2,BU03400701,BU03400701,12.71,985
3,BU03400701,BU03400701,22.83,985
4,BU03400701,BU03400701,29.1,985
5,BU03400701,BU03400701,7.42,985
1,BU03400702,BU03400702,28.02,2129
2,BU03400702,BU03400702,11.8,2129
3,BU03400702,BU03400702,23.59,2129
4,BU03400702,BU03400702,28.92,2129
5,BU03400702,BU03400702,7.67,2129
1,BU03400703,BU03400703,28.04,1477
2,BU03400703,BU03400703,12.31,1477
3,BU03400703,BU03400703,23.87,1477
4,BU03400703,BU03400703,28.22,1477
5,BU03400703,BU03400703,7.56,1477
1,BU03400801,BU03400801,27.73,706
2,BU03400801,BU03400801,12.18,706
3,BU03400801,BU03400801,23.04,706
4,BU03400801,BU03400801,28.39,706
5,BU03400801,BU03400801,8.66,706
1,BU03400901,BU03400901,28.69,2281
2,BU03400901,BU03400901,12.49,2281
3,BU03400901,BU03400901,22.33,2281
4,BU03400901,BU03400901,28.56,2281
5,BU03400901,BU03400901,7.93,2281
1,BU03401001,BU03401001,29.39,2023
2,BU03401001,BU03401001,12.19,2023
3,BU03401001,BU03401001,22.36,2023
4,BU03401001,BU03401001,28.57,2023
5,BU03401001,BU03401001,7.49,2023
1,BU03401101,BU03401101,27.43,1655
2,BU03401101,BU03401101,12.05,1655
3,BU03401101,BU03401101,22.81,1655
4,BU03401101,BU03401101,29.98,1655
5,BU03401101,BU03401101,7.73,1655
1,BU03401201,BU03401201,29.26,1745
2,BU03401201,BU03401201,11.77,1745
3,BU03401201,BU03401201,23.22,1745
4,BU03401201,BU03401201,28.14,1745
5,BU03401201,BU03401201,7.61,1745
1,BU03401301,BU03401301,28.68,1053
2,BU03401301,BU03401301,12.2,1053
3,BU03401301,BU03401301,22.06,1053
4,BU03401301,BU03401301,29.1,1053
5,BU03401301,BU03401301,7.96,1053
1,BU03401302,BU03401302,28.01,1364
2,BU03401302,BU03401302,12.17,1364
3,BU03401302,BU03401302,22.87,1364
4,BU03401302,BU03401302,28.63,1364
5,BU03401302,BU03401302,8.32,1364
1,BU03401303,BU03401303,26.9,1874
2,BU03401303,BU03401303,12.13,1874
3,BU03401303,BU03401303,22.99,1874
4,BU03401303,BU03401303,29.25,1874
5,BU03401303,BU03401303,8.73,1874
1,BU03401304,BU03401304,28.86,2473
2,BU03401304,BU03401304,11.17,2473
3,BU03401304,BU03401304,22.03,2473
4,BU03401304,BU03401304,29.12,2473
5,BU03401304,BU03401304,8.82,2473
1,BU03420101,BU03420101,28.5,2023
2,BU03420101,BU03420101,12.45,2023
3,BU03420101,BU03420101,21.82,2023
4,BU03420101,BU03420101,28.83,2023
5,BU03420101,BU03420101,8.4,2023
1,BU03420102,BU03420102,27.53,2464
2,BU03420102,BU03420102,11.72,2464
3,BU03420102,BU03420102,22.71,2464
4,BU03420102,BU03420102,29.4,2464
5,BU03420102,BU03420102,8.64,2464
1,BU03420103,BU03420103,28,411
2,BU03420103,BU03420103,12.22,411
3,BU03420103,BU03420103,22.47,411
4,BU03420103,BU03420103,28.96,411
5,BU03420103,BU03420103,8.35,411
1,BU03420201,BU03420201,28.07,1237
2,BU03420201,BU03420201,11.58,1237
3,BU03420201,BU03420201,23.01,1237
4,BU03420201,BU03420201,28.16,1237
5,BU03420201,BU03420201,9.18,1237
1,BU03420301,BU03420301,27.84,1637
2,BU03420301,BU03420301,12.86,1637
3,BU03420301,BU03420301,21.5,1637
4,BU03420301,BU03420301,29.76,1637
5,BU03420301,BU03420301,8.04,1637
1,BU03420302,BU03420302,27.33,802
2,BU03420302,BU03420302,11.5,802
3,BU03420302,BU03420302,23.1,802
4,BU03420302,BU03420302,29.38,802
5,BU03420302,BU03420302,8.69,802
1,BU03420303,BU03420303,26.73,883
2,BU03420303,BU03420303,12.21,883
3,BU03420303,BU03420303,21.61,883
4,BU03420303,BU03420303,30.65,883
5,BU03420303,BU03420303,8.8,883
1,BU03420304,BU03420304,27.83,2438
2,BU03420304,BU03420304,12.29,2438
3,BU03420304,BU03420304,21.77,2438
4,BU03420304,BU03420304,28.97,2438
5,BU03420304,BU03420304,9.14,2438
1,BU03420401,BU03420401,27.91,786
2,BU03420401,BU03420401,11.95,786
3,BU03420401,BU03420401,22.73,786
4,BU03420401,BU03420401,28.93,786
5,BU03420401,BU03420401,8.48,786
1,BU03420402,BU03420402,27,1492
2,BU03420402,BU03420402,11.57,1492
3,BU03420402,BU03420402,22.4,1492
4,BU03420402,BU03420402,30.42,1492
5,BU03420402,BU03420402,8.61,1492
1,BU03420403,BU03420403,27.86,1165
2,BU03420403,BU03420403,11.91,1165
3,BU03420403,BU03420403,23.05,1165
4,BU03420403,BU03420403,29.06,1165
5,BU03420403,BU03420403,8.12,1165
1,BU03420404,BU03420404,27.78,560
2,BU03420404,BU03420404,11.7,560
3,BU03420404,BU03420404,22.8,560
4,BU03420404,BU03420404,28.98,560
5,BU03420404,BU03420404,8.74,560
1,BU03420405,BU03420405,27.41,2414
2,BU03420405,BU03420405,11.7,2414
3,BU03420405,BU03420405,22.15,2414
4,BU03420405,BU03420405,30.46,2414
5,BU03420405,BU03420405,8.28,2414
1,BU03420501,BU03420501,28.28,1360
2,BU03420501,BU03420501,12.33,1360
3,BU03420501,BU03420501,21.93,1360
4,BU03420501,BU03420501,28.39,1360
5,BU03420501,BU03420501,9.07,1360
1,BU03420602,BU03420602,27.33,283
2,BU03420602,BU03420602,12.91,283
3,BU03420602,BU03420602,21.67,283
4,BU03420602,BU03420602,29.39,283
5,BU03420602,BU03420602,8.7,283
1,BU03420604,BU03420604,27.57,1199
2,BU03420604,BU03420604,12.7,1199
3,BU03420604,BU03420604,22.23,1199
4,BU03420604,BU03420604,28.7,1199
5,BU03420604,BU03420604,8.8,1199
1,BU03420605,BU03420605,28.09,2002
2,BU03420605,BU03420605,11.68,2002
3,BU03420605,BU03420605,22.17,2002
4,BU03420605,BU03420605,29.48,2002
5,BU03420605,BU03420605,8.58,2002
1,BU03420606,BU03420606,26.97,1958
2,BU03420606,BU03420606,12.05,1958
3,BU03420606,BU03420606,22.47,1958
4,BU03420606,BU03420606,30.09,1958
5,BU03420606,BU03420606,8.42,1958
1,BU03420701,BU03420701,26.91,1982
2,BU03420701,BU03420701,11.52,1982
3,BU03420701,BU03420701,23.22,1982
4,BU03420701,BU03420701,30.56,1982
5,BU03420701,BU03420701,7.79,1982
1,BU03420702,BU03420702,27.82,1785
2,BU03420702,BU03420702,11.9,1785
3,BU03420702,BU03420702,22.82,1785
4,BU03420702,BU03420702,29.05,1785
5,BU03420702,BU03420702,8.41,1785
1,BU03420703,BU03420703,27.78,509
2,BU03420703,BU03420703,12.75,509
3,BU03420703,BU03420703,22.52,509
4,BU03420703,BU03420703,28.84,509
5,BU03420703,BU03420703,8.11,509
1,BU03420704,BU03420704,27.58,1216
2,BU03420704,BU03420704,12.56,1216
3,BU03420704,BU03420704,23.45,1216
4,BU03420704,BU03420704,28.21,1216
5,BU03420704,BU03420704,8.2,1216
1,BU03420705,BU03420705,27.58,1529
2,BU03420705,BU03420705,12.91,1529
3,BU03420705,BU03420705,22.12,1529
4,BU03420705,BU03420705,29.18,1529
5,BU03420705,BU03420705,8.21,1529
1,BU03420706,BU03420706,28.26,475
2,BU03420706,BU03420706,12.77,475
3,BU03420706,BU03420706,21.66,475
4,BU03420706,BU03420706,29.43,475
5,BU03420706,BU03420706,7.88,475
1,BU03420801,BU03420801,27.31,2220
2,BU03420801,BU03420801,12.44,2220
3,BU03420801,BU03420801,21.34,2220
4,BU03420801,BU03420801,29.89,2220
5,BU03420801,BU03420801,9.02,2220
1,BU03420802,BU03420802,27.63,417
2,BU03420802,BU03420802,12.57,417
3,BU03420802,BU03420802,21.13,417
4,BU03420802,BU03420802,29.61,417
5,BU03420802,BU03420802,9.06,417
1,BU03420803,BU03420803,28,2227
2,BU03420803,BU03420803,12.03,2227
3,BU03420803,BU03420803,22.86,2227
4,BU03420803,BU03420803,29.44,2227
5,BU03420803,BU03420803,7.67,2227
1,BU03420804,BU03420804,28.69,1609
2,BU03420804,BU03420804,11.57,1609
3,BU03420804,BU03420804,21.39,1609
4,BU03420804,BU03420804,30.22,1609
5,BU03420804,BU03420804,8.13,1609
1,BU03440111,BU03440111,29.19,1461
2,BU03440111,BU03440111,11.67,1461
3,BU03440111,BU03440111,19.98,1461
4,BU03440111,BU03440111,29.67,1461
5,BU03440111,BU03440111,9.49,1461
1,BU03440112,BU03440112,27.98,1303
2,BU03440112,BU03440112,13.1,1303
3,BU03440112,BU03440112,20.63,1303
4,BU03440112,BU03440112,29.11,1303
5,BU03440112,BU03440112,9.18,1303
1,BU03440113,BU03440113,27.66,1629
2,BU03440113,BU03440113,12.36,1629
3,BU03440113,BU03440113,20.2,1629
4,BU03440113,BU03440113,30.48,1629
5,BU03440113,BU03440113,9.3,1629
1,BU03440114,BU03440114,27.48,2040
2,BU03440114,BU03440114,11.74,2040
3,BU03440114,BU03440114,20.93,2040
4,BU03440114,BU03440114,30.2,2040
5,BU03440114,BU03440114,9.65,2040
1,BU03440121,BU03440121,27.45,1710
2,BU03440121,BU03440121,13.18,1710
3,BU03440121,BU03440121,20.5,1710
4,BU03440121,BU03440121,29.55,1710
5,BU03440121,BU03440121,9.32,1710
1,BU03440122,BU03440122,27.39,2296
2,BU03440122,BU03440122,12.35,2296
3,BU03440122,BU03440122,20.85,2296
4,BU03440122,BU03440122,29.23,2296
5,BU03440122,BU03440122,10.18,2296
1,BU03440123,BU03440123,28.51,585
2,BU03440123,BU03440123,12.1,585
3,BU03440123,BU03440123,20.27,585
4,BU03440123,BU03440123,30.21,585
5,BU03440123,BU03440123,8.91,585
1,BU03440124,BU03440124,27.93,632
2,BU03440124,BU03440124,12.17,632
3,BU03440124,BU03440124,20.54,632
4,BU03440124,BU03440124,29.69,632
5,BU03440124,BU03440124,9.67,632
1,BU03440131,BU03440131,28.78,1352
2,BU03440131,BU03440131,11.49,1352
3,BU03440131,BU03440131,20.39,1352
4,BU03440131,BU03440131,30.57,1352
5,BU03440131,BU03440131,8.77,1352
1,BU03440132,BU03440132,27.29,1620
2,BU03440132,BU03440132,11.99,1620
3,BU03440132,BU03440132,21.24,1620
4,BU03440132,BU03440132,29.53,1620
5,BU03440132,BU03440132,9.95,1620
1,BU03440133,BU03440133,26.74,2281
2,BU03440133,BU03440133,11.95,2281
3,BU03440133,BU03440133,20.83,2281
4,BU03440133,BU03440133,30.81,2281
5,BU03440133,BU03440133,9.67,2281
1,BU03440211,BU03440211,28.23,2121
2,BU03440211,BU03440211,11.51,2121
3,BU03440211,BU03440211,20.07,2121
4,BU03440211,BU03440211,30.57,2121
5,BU03440211,BU03440211,9.62,2121
1,BU03440212,BU03440212,27.39,967
2,BU03440212,BU03440212,12.88,967
3,BU03440212,BU03440212,21.01,967
4,BU03440212,BU03440212,30.04,967
5,BU03440212,BU03440212,8.68,967
1,BU03440221,BU03440221,27.72,919
2,BU03440221,BU03440221,11.54,919
3,BU03440221,BU03440221,20.91,919
4,BU03440221,BU03440221,30.41,919
5,BU03440221,BU03440221,9.42,919
1,BU03440223,BU03440223,28.58,2060
2,BU03440223,BU03440223,12.02,2060
3,BU03440223,BU03440223,21.08,2060
4,BU03440223,BU03440223,29.18,2060
5,BU03440223,BU03440223,9.14,2060
1,BU03440224,BU03440224,28.63,715
2,BU03440224,BU03440224,11.6,715
3,BU03440224,BU03440224,20.39,715
4,BU03440224,BU03440224,29.86,715
5,BU03440224,BU03440224,9.52,715
1,BU03440231,BU03440231,27.86,1889
2,BU03440231,BU03440231,12.69,1889
3,BU03440231,BU03440231,20.48,1889
4,BU03440231,BU03440231,29.2,1889
5,BU03440231,BU03440231,9.77,1889
1,BU03440232,BU03440232,27.56,375
2,BU03440232,BU03440232,11.48,375
3,BU03440232,BU03440232,21.54,375
4,BU03440232,BU03440232,29.52,375
5,BU03440232,BU03440232,9.9,375
1,BU03440233,BU03440233,27.28,1820
2,BU03440233,BU03440233,13.2,1820
3,BU03440233,BU03440233,21.14,1820
4,BU03440233,BU03440233,29.36,1820
5,BU03440233,BU03440233,9.02,1820
1,BU03440241,BU03440241,28.52,961
2,BU03440241,BU03440241,11.43,961
3,BU03440241,BU03440241,20.78,961
4,BU03440241,BU03440241,29.99,961
5,BU03440241,BU03440241,9.28,961
1,BU03440242,BU03440242,27.55,827
2,BU03440242,BU03440242,13.34,827
3,BU03440242,BU03440242,20.06,827
4,BU03440242,BU03440242,29.03,827
5,BU03440242,BU03440242,10.02,827
1,BU03440243,BU03440243,27.02,1154
2,BU03440243,BU03440243,12.73,1154
3,BU03440243,BU03440243,21.3,1154
4,BU03440243,BU03440243,29.7,1154
5,BU03440243,BU03440243,9.25,1154
1,BU03440244,BU03440244,26.96,1253
2,BU03440244,BU03440244,11.84,1253
3,BU03440244,BU03440244,21.29,1253
4,BU03440244,BU03440244,30.64,1253
5,BU03440244,BU03440244,9.27,1253
1,BU03440311,BU03440311,28.73,1110
2,BU03440311,BU03440311,11.92,1110
3,BU03440311,BU03440311,20.97,1110
4,BU03440311,BU03440311,29.56,1110
5,BU03440311,BU03440311,8.82,1110
1,BU03440312,BU03440312,28.11,1650
2,BU03440312,BU03440312,11.89,1650
3,BU03440312,BU03440312,20.91,1650
4,BU03440312,BU03440312,29.26,1650
5,BU03440312,BU03440312,9.83,1650
1,BU03440321,BU03440321,27.43,890
2,BU03440321,BU03440321,13.23,890
3,BU03440321,BU03440321,20.9,890
4,BU03440321,BU03440321,29.02,890
5,BU03440321,BU03440321,9.42,890
1,BU03440322,BU03440322,27.53,819
2,BU03440322,BU03440322,12.15,819
3,BU03440322,BU03440322,20.44,819
4,BU03440322,BU03440322,30.78,819
5,BU03440322,BU03440322,9.1,819
1,BU03440331,BU03440331,27.15,327
2,BU03440331,BU03440331,12.91,327
3,BU03440331,BU03440331,20.6,327
4,BU03440331,BU03440331,29.58,327
5,BU03440331,BU03440331,9.76,327
1,BU03440332,BU03440332,28.3,375
2,BU03440332,BU03440332,12.36,375
3,BU03440332,BU03440332,20.21,375
4,BU03440332,BU03440332,29.59,375
5,BU03440332,BU03440332,9.54,375
1,BU03440333,BU03440333,27.96,1508
2,BU03440333,BU03440333,11.71,1508
3,BU03440333,BU03440333,20.8,1508
4,BU03440333,BU03440333,30.13,1508
5,BU03440333,BU03440333,9.4,1508
1,BU03440341,BU03440341,27.69,1428
2,BU03440341,BU03440341,12.11,1428
3,BU03440341,BU03440341,20.94,1428
4,BU03440341,BU03440341,29.36,1428
5,BU03440341,BU03440341,9.9,1428
1,BU03440342,BU03440342,28.13,1669
2,BU03440342,BU03440342,11.62,1669
3,BU03440342,BU03440342,20.18,1669
4,BU03440342,BU03440342,30.66,1669
5,BU03440342,BU03440342,9.41,1669
1,BU03440343,BU03440343,28.04,1505
2,BU03440343,BU03440343,12.08,1505
3,BU03440343,BU03440343,21.67,1505
4,BU03440343,BU03440343,29.17,1505
5,BU03440343,BU03440343,9.04,1505
1,BU03440411,BU03440411,28.14,1808
2,BU03440411,BU03440411,12.15,1808
3,BU03440411,BU03440411,20.75,1808
4,BU03440411,BU03440411,29.82,1808
5,BU03440411,BU03440411,9.14,1808
1,BU03440412,BU03440412,27.2,735
2,BU03440412,BU03440412,11.94,735
3,BU03440412,BU03440412,21.27,735
4,BU03440412,BU03440412,29.91,735
5,BU03440412,BU03440412,9.68,735
1,BU03440413,BU03440413,27.75,1747
2,BU03440413,BU03440413,11.91,1747
3,BU03440413,BU03440413,21.2,1747
4,BU03440413,BU03440413,29.89,1747
5,BU03440413,BU03440413,9.25,1747
1,BU03440414,BU03440414,26.94,1861
2,BU03440414,BU03440414,12.77,1861
3,BU03440414,BU03440414,20.88,1861
4,BU03440414,BU03440414,29.69,1861
5,BU03440414,BU03440414,9.72,1861
1,BU03440415,BU03440415,26.81,1690
2,BU03440415,BU03440415,12.5,1690
3,BU03440415,BU03440415,20.59,1690
4,BU03440415,BU03440415,30.69,1690
5,BU03440415,BU03440415,9.41,1690
1,BU03440421,BU03440421,27.84,1728
2,BU03440421,BU03440421,11.89,1728
3,BU03440421,BU03440421,20.97,1728
4,BU03440421,BU03440421,30.28,1728
5,BU03440421,BU03440421,9.02,1728
1,BU03440422,BU03440422,28.21,490
2,BU03440422,BU03440422,12.88,490
3,BU03440422,BU03440422,20.69,490
4,BU03440422,BU03440422,28.96,490
5,BU03440422,BU03440422,9.26,490
1,BU03440423,BU03440423,28.25,1275
2,BU03440423,BU03440423,12.67,1275
3,BU03440423,BU03440423,21.55,1275
4,BU03440423,BU03440423,28.09,1275
5,BU03440423,BU03440423,9.44,1275
1,BU03440431,BU03440431,26.66,775
2,BU03440431,BU03440431,12.53,775
3,BU03440431,BU03440431,21.03,775
4,BU03440431,BU03440431,30.21,775
5,BU03440431,BU03440431,9.57,775
1,BU03440433,BU03440433,27,1931
2,BU03440433,BU03440433,11.8,1931
3,BU03440433,BU03440433,21.78,1931
4,BU03440433,BU03440433,29.66,1931
5,BU03440433,BU03440433,9.76,1931
1,BU03440511,BU03440511,26.94,795
2,BU03440511,BU03440511,12.84,795
3,BU03440511,BU03440511,20.75,795
4,BU03440511,BU03440511,30.28,795
5,BU03440511,BU03440511,9.19,795
1,BU03440512,BU03440512,28.33,2228
2,BU03440512,BU03440512,11.85,2228
3,BU03440512,BU03440512,20.54,2228
4,BU03440512,BU03440512,30.01,2228
5,BU03440512,BU03440512,9.27,2228
1,BU03440521,BU03440521,27.77,1243
2,BU03440521,BU03440521,12.27,1243
3,BU03440521,BU03440521,20.72,1243
4,BU03440521,BU03440521,30.13,1243
5,BU03440521,BU03440521,9.11,1243
1,BU03440522,BU03440522,28.33,282
2,BU03440522,BU03440522,12.81,282
3,BU03440522,BU03440522,20.92,282
4,BU03440522,BU03440522,29.19,282
5,BU03440522,BU03440522,8.75,282
1,BU03440523,BU03440523,27.9,2477
2,BU03440523,BU03440523,12.64,2477
3,BU03440523,BU03440523,20.41,2477
4,BU03440523,BU03440523,30.18,2477
5,BU03440523,BU03440523,8.87,2477
1,BU03440524,BU03440524,28.09,2132
2,BU03440524,BU03440524,11.85,2132
3,BU03440524,BU03440524,21.51,2132
4,BU03440524,BU03440524,28.87,2132
5,BU03440524,BU03440524,9.68,2132
1,BU03440525,BU03440525,27.37,1136
2,BU03440525,BU03440525,13.04,1136
3,BU03440525,BU03440525,20.81,1136
4,BU03440525,BU03440525,29.34,1136
5,BU03440525,BU03440525,9.44,1136
1,BU03440526,BU03440526,26.93,2030
2,BU03440526,BU03440526,11.73,2030
3,BU03440526,BU03440526,21.34,2030
4,BU03440526,BU03440526,30.4,2030
5,BU03440526,BU03440526,9.6,2030
1,BU03440531,BU03440531,27.08,818
2,BU03440531,BU03440531,11.73,818
3,BU03440531,BU03440531,21.21,818
4,BU03440531,BU03440531,31.19,818
5,BU03440531,BU03440531,8.79,818
1,BU03440532,BU03440532,26.64,2018
2,BU03440532,BU03440532,12.28,2018
3,BU03440532,BU03440532,21.45,2018
4,BU03440532,BU03440532,30.39,2018
5,BU03440532,BU03440532,9.24,2018
1,BU03440533,BU03440533,27.82,908
2,BU03440533,BU03440533,12.02,908
3,BU03440533,BU03440533,20.67,908
4,BU03440533,BU03440533,30.35,908
5,BU03440533,BU03440533,9.14,908
1,BU03440534,BU03440534,28.3,1300
2,BU03440534,BU03440534,12.24,1300
3,BU03440534,BU03440534,21.37,1300
4,BU03440534,BU03440534,28.93,1300
5,BU03440534,BU03440534,9.16,1300
1,BU03440535,BU03440535,27.53,1371
2,BU03440535,BU03440535,13.05,1371
3,BU03440535,BU03440535,21.41,1371
4,BU03440535,BU03440535,28.47,1371
5,BU03440535,BU03440535,9.54,1371
1,BU03440611,BU03440611,27.53,1545
2,BU03440611,BU03440611,11.93,1545
3,BU03440611,BU03440611,21.06,1545
4,BU03440611,BU03440611,29.95,1545
5,BU03440611,BU03440611,9.53,1545
1,BU03440612,BU03440612,27.19,2210
2,BU03440612,BU03440612,12.96,2210
3,BU03440612,BU03440612,20.33,2210
4,BU03440612,BU03440612,30.76,2210
5,BU03440612,BU03440612,8.76,2210
1,BU03440613,BU03440613,27.99,413
2,BU03440613,BU03440613,11.83,413
3,BU03440613,BU03440613,20.8,413
4,BU03440613,BU03440613,29.81,413
5,BU03440613,BU03440613,9.57,413
1,BU03440621,BU03440621,27.48,1026
2,BU03440621,BU03440621,12.59,1026
3,BU03440621,BU03440621,20.08,1026
4,BU03440621,BU03440621,30.7,1026
5,BU03440621,BU03440621,9.15,1026
1,BU03440622,BU03440622,28.95,2492
2,BU03440622,BU03440622,11.76,2492
3,BU03440622,BU03440622,20.64,2492
4,BU03440622,BU03440622,29.72,2492
5,BU03440622,BU03440622,8.93,2492
1,BU03440623,BU03440623,28.45,330
2,BU03440623,BU03440623,11.77,330
3,BU03440623,BU03440623,19.77,330
4,BU03440623,BU03440623,30.69,330
5,BU03440623,BU03440623,9.32,330
1,BU03440624,BU03440624,28.47,1701
2,BU03440624,BU03440624,12.14,1701
3,BU03440624,BU03440624,20.5,1701
4,BU03440624,BU03440624,28.95,1701
5,BU03440624,BU03440624,9.94,1701
1,BU03440625,BU03440625,28.35,748
2,BU03440625,BU03440625,11.9,748
3,BU03440625,BU03440625,20.77,748
4,BU03440625,BU03440625,29.58,748
5,BU03440625,BU03440625,9.4,748
1,BU03440626,BU03440626,27.8,1305
2,BU03440626,BU03440626,11.6,1305
3,BU03440626,BU03440626,21.24,1305
4,BU03440626,BU03440626,29.58,1305
5,BU03440626,BU03440626,9.78,1305
1,BU03440627,BU03440627,27.48,1166
2,BU03440627,BU03440627,12.83,1166
3,BU03440627,BU03440627,21.3,1166
4,BU03440627,BU03440627,29.46,1166
5,BU03440627,BU03440627,8.93,1166
1,BU03440628,BU03440628,27.46,1387
2,BU03440628,BU03440628,11.62,1387
3,BU03440628,BU03440628,21.41,1387
4,BU03440628,BU03440628,29.51,1387
5,BU03440628,BU03440628,10,1387
1,BU03440711,BU03440711,27.84,1626
2,BU03440711,BU03440711,12.88,1626
3,BU03440711,BU03440711,20.47,1626
4,BU03440711,BU03440711,29.22,1626
5,BU03440711,BU03440711,9.59,1626
1,BU03440712,BU03440712,28.43,1501
2,BU03440712,BU03440712,11.68,1501
3,BU03440712,BU03440712,20.83,1501
4,BU03440712,BU03440712,30.16,1501
5,BU03440712,BU03440712,8.9,1501
1,BU03440721,BU03440721,27.6,1319
2,BU03440721,BU03440721,11.53,1319
3,BU03440721,BU03440721,21.47,1319
4,BU03440721,BU03440721,30.22,1319
5,BU03440721,BU03440721,9.18,1319
1,BU03440723,BU03440723,27.94,1283
2,BU03440723,BU03440723,11.56,1283
3,BU03440723,BU03440723,20.46,1283
4,BU03440723,BU03440723,30.53,1283
5,BU03440723,BU03440723,9.51,1283
1,BU03440731,BU03440731,28.99,2495
2,BU03440731,BU03440731,11.99,2495
3,BU03440731,BU03440731,20.31,2495
4,BU03440731,BU03440731,29.56,2495
5,BU03440731,BU03440731,9.15,2495
1,BU03440732,BU03440732,27.58,1491
2,BU03440732,BU03440732,12.51,1491
3,BU03440732,BU03440732,20.53,1491
4,BU03440732,BU03440732,30.64,1491
5,BU03440732,BU03440732,8.74,1491
1,BU03440733,BU03440733,27.5,1644
2,BU03440733,BU03440733,12.71,1644
3,BU03440733,BU03440733,20.64,1644
4,BU03440733,BU03440733,29.52,1644
5,BU03440733,BU03440733,9.63,1644
1,BU03440811,BU03440811,27.52,1755
2,BU03440811,BU03440811,12.67,1755
3,BU03440811,BU03440811,20.48,1755
4,BU03440811,BU03440811,30,1755
5,BU03440811,BU03440811,9.33,1755
1,BU03440812,BU03440812,28,1178
2,BU03440812,BU03440812,11.81,1178
3,BU03440812,BU03440812,21.28,1178
4,BU03440812,BU03440812,29.73,1178
5,BU03440812,BU03440812,9.18,1178
1,BU03440821,BU03440821,28.34,1746
2,BU03440821,BU03440821,11.72,1746
3,BU03440821,BU03440821,20.21,1746
4,BU03440821,BU03440821,30.74,1746
5,BU03440821,BU03440821,8.99,1746
1,BU03440822,BU03440822,28.29,1253
2,BU03440822,BU03440822,12.48,1253
3,BU03440822,BU03440822,19.69,1253
4,BU03440822,BU03440822,30.3,1253
5,BU03440822,BU03440822,9.24,1253
1,BU03440823,BU03440823,27.27,778
2,BU03440823,BU03440823,12.3,778
3,BU03440823,BU03440823,19.85,778
4,BU03440823,BU03440823,30.67,778
5,BU03440823,BU03440823,9.91,778
1,BU03440831,BU03440831,28.12,2347
2,BU03440831,BU03440831,13.08,2347
3,BU03440831,BU03440831,19.77,2347
